pulled_at_local,market_is_open,market_as_of,business_date,row_count_market,suggestion_count,source,disclaimer
2026-09-10T09:44:33+00:00,CLOSE,2026-09-10T15:00:00,2026-09-10,341,15,nepseman-api / nepalstock (unofficial),"Educational use only. Suggestions are liquidity/momentum heuristics, not investment advice."
